ID,customer_id,country_id,tbl_loan_id,lender_id,loan_type,Total_Amount,Total_Amount_to_Repay,disbursement_date,due_date,duration,New_versus_Repeat,Amount_Funded_By_Lender,Lender_portion_Funded,Lender_portion_to_be_repaid,probability_default,prediction_default
ID_308346369320251804,308346,Kenya,369320,251804,Type_7,6000.0,6564.0,2024-08-21,2024-08-28,7,Repeat Loan,1200.0,0.2,1313.0,0.8860068353147237,1
ID_296129364558296540,296129,Ghana,364558,296540,Type_2,159939.37,265499.35,2022-10-07,2023-10-07,365,Repeat Loan,1198.86,0.0074957142857142,1987.82,0.8846638074499648,1
ID_296581364468296540,296581,Ghana,364468,296540,Type_2,107711.59,156181.81,2022-09-21,2023-07-18,300,Repeat Loan,6534.5,0.0606666666666666,9478.62,0.8879458309825873,1
ID_310964374400251804,310964,Kenya,374400,251804,Type_7,8400.0,8760.0,2024-11-01,2024-11-08,7,Repeat Loan,1680.0,0.2,1752.0,0.6072303355711702,1
ID_296522363241245684,296522,Ghana,363241,245684,Type_2,72872.59,99106.72,2022-01-26,2022-09-23,240,New Loan,9947.11,0.1365,13536.08,0.4185071957753438,0
ID_296257363584245684,296257,Ghana,363584,245684,Type_2,229282.81,353095.53,2022-04-01,2023-04-01,365,Repeat Loan,6937.03,0.0302553333333333,10684.58,0.8127453318438179,1
ID_225702299607267278,225702,Kenya,299607,267278,Type_1,12500.0,15466.0,2022-11-16,2022-11-23,7,Repeat Loan,3750.0,0.3,4640.0,0.9193133663323276,1
ID_293242360182267277,293242,Kenya,360182,267277,Type_9,20000.0,31693.0,2023-10-11,2023-10-25,14,Repeat Loan,5260.23,0.263011499999999,8336.0,0.9038313545394228,1
ID_296746363517296540,296746,Ghana,363517,296540,Type_2,61367.95,81619.37,2022-03-24,2022-09-20,180,Repeat Loan,4658.75,0.075915,6198.16,0.8852750121459575,1
ID_245765114544251804,245765,Kenya,114544,251804,Type_5,28200.0,31348.0,2022-02-02,2022-02-16,14,Repeat Loan,5640.0,0.2,6270.0,0.9084143681822688,1
ID_296620363351296540,296620,Ghana,363351,296540,Type_2,104193.52,132325.77,2022-02-18,2022-08-17,180,Repeat Loan,27784.94,0.266666666666666,35286.87,0.7938486099683238,1
ID_259300287175267278,259300,Kenya,287175,267278,Type_1,22582.0,26990.0,2022-10-24,2022-10-31,7,Repeat Loan,6774.6,0.3,8097.0,0.9193781895552198,1
ID_308478368487251804,308478,Kenya,368487,251804,Type_7,4916.0,5206.0,2024-08-03,2024-08-10,7,Repeat Loan,983.0,0.199959316517493,1041.0,0.7326551657191256,1
ID_296868363711296540,296868,Ghana,363711,296540,Type_2,30918.79,42049.56,2022-04-22,2022-10-19,180,Repeat Loan,1704.4,0.055125,2318.91,0.8852783291902365,1
ID_296326363376296540,296326,Ghana,363376,296540,Type_2,253377.36,390201.14,2022-02-25,2023-02-25,365,Repeat Loan,37837.69,0.149333333333333,58276.79,0.8775944074824945,1
ID_248647128916245684,248647,Kenya,128916,245684,Type_5,15500.0,17382.0,2022-03-19,2022-04-02,14,Repeat Loan,10000.0,0.64516129032258,11214.0,0.9146832809098728,1
ID_254148242230267278,254148,Kenya,242230,267278,Type_1,5046.0,6537.0,2022-08-22,2022-08-29,7,Repeat Loan,254.99,0.0505330955212049,330.0,0.885302759421271,1
ID_296386363812245684,296386,Ghana,363812,245684,Type_2,61715.91,82082.16,2022-05-13,2022-11-09,180,Repeat Loan,8424.22,0.1365,11201.44,0.8468873675425196,1
ID_310915374018251804,310915,Kenya,374018,251804,Type_7,3674.0,3858.0,2024-10-26,2024-11-02,7,Repeat Loan,735.0,0.200054436581382,772.0,0.6687113991384646,1
ID_255803273404267278,255803,Kenya,273404,267278,Type_1,1889.0,2212.0,2022-10-03,2022-10-10,7,Repeat Loan,372.59,0.197241926945473,436.0,0.2667046737250851,0
ID_298590365376297182,298590,Ghana,365376,297182,Type_2,30962.19,38702.73,2023-03-04,2023-08-01,150,Repeat Loan,24769.75,0.8,30962.19,0.7455071476791145,1
ID_247253260586267278,247253,Kenya,260586,267278,Type_1,838.0,1036.0,2022-09-16,2022-09-23,7,Repeat Loan,251.4,0.3,311.0,0.6671033294467562,1
ID_266305282101267278,266305,Kenya,282101,267278,Type_1,1474.0,2325.0,2022-10-15,2022-10-22,7,Repeat Loan,442.2,0.3,698.0,0.9094760148245946,1
ID_297896364625296540,297896,Ghana,364625,296540,Type_2,45756.6,59483.57,2022-10-11,2023-04-09,180,Repeat Loan,1560.99,0.034115,2024.73,0.8674616518739354,1
ID_297767365362296540,297767,Ghana,365362,296540,Type_2,89009.2,113041.68,2023-02-21,2023-08-20,180,Repeat Loan,1471.52,0.0165322222222222,1869.19,0.8852867517479506,1
ID_265042283358267278,265042,Kenya,283358,267278,Type_1,389.0,691.0,2022-10-17,2022-10-24,7,Repeat Loan,116.7,0.3,207.0,0.9197366947950236,1
ID_295484363187245684,295484,Ghana,363187,245684,Type_2,275052.88,423581.44,2022-01-14,2023-01-14,365,Repeat Loan,10011.92,0.0364,15421.3,0.8422186290487066,1
ID_295773363013245684,295773,Ghana,363013,245684,Type_2,146839.59,199701.84,2021-11-30,2022-07-28,240,Repeat Loan,39151.11,0.266625,53247.71,0.9094472263951392,1
ID_41354366291267277,41354,Kenya,366291,267277,Type_9,12000.0,14847.0,2024-04-22,2024-05-22,30,Repeat Loan,3570.0,0.2975,4417.0,0.906312137705651,1
ID_243100228801267278,243100,Kenya,228801,267278,Type_1,16308.0,20007.0,2022-07-30,2022-08-06,7,Repeat Loan,4892.4,0.3,6002.0,0.8604902388960881,1
ID_244219230484251804,244219,Kenya,230484,251804,Type_4,100000.0,105000.0,2022-08-02,2022-10-31,90,Repeat Loan,20000.0,0.2,23000.0,0.5641558601651088,1
ID_296418363016245684,296418,Ghana,363016,245684,Type_2,111369.83,141439.68,2021-12-02,2022-05-31,180,Repeat Loan,29698.62,0.266666666666666,37717.25,0.8161744110583242,1
ID_266466296114267278,266466,Kenya,296114,267278,Type_1,1755.0,1999.0,2022-11-09,2022-11-16,7,Repeat Loan,526.5,0.3,600.0,0.2067025202446681,0
ID_250344301345267278,250344,Kenya,301345,267278,Type_1,3366.0,4209.0,2022-11-19,2022-11-26,7,Repeat Loan,1009.8,0.3,1263.0,0.8786812372520569,1
ID_267929251167267278,267929,Kenya,251167,267278,Type_6,20820.0,22283.1,2022-09-03,2022-09-10,7,Repeat Loan,739.19,0.0355038424591738,791.0,0.3539515998219345,0
ID_296126364423296540,296126,Ghana,364423,296540,Type_2,29876.25,39735.41,2022-09-15,2023-03-14,180,Repeat Loan,1309.89,0.043844,1744.77,0.8784317270995023,1
ID_260225240355267278,260225,Kenya,240355,267278,Type_1,3817.0,5815.0,2022-08-19,2022-08-26,7,Repeat Loan,1145.1,0.3,1745.0,0.9197542662114934,1
ID_296224363015245684,296224,Ghana,363015,245684,Type_2,55684.91,75731.48,2021-12-02,2022-09-28,300,Repeat Loan,14849.31,0.266666666666666,23016.43,0.7996885911151718,1
ID_296853363649296540,296853,Ghana,363649,296540,Type_2,76984.09,93920.6,2022-04-19,2022-10-16,180,Repeat Loan,8406.66,0.1092,11178.09,0.6610660780565665,1
ID_261072229888267278,261072,Kenya,229888,267278,Type_1,16035.0,22666.0,2022-08-01,2022-08-08,7,Repeat Loan,4810.5,0.3,6800.0,0.9197545780622524,1
ID_296567363286245684,296567,Ghana,363286,245684,Type_2,178217.47,274454.9,2022-02-04,2023-02-04,365,Repeat Loan,2956.63,0.01659,4544.55,0.8707326846118728,1
ID_81630118678245684,81630,Kenya,118678,245684,Type_14,5000.0,5571.0,2022-02-23,2022-03-25,30,New Loan,5000.0,1.0,5571.0,0.918956756178904,1
ID_296626364091245684,296626,Ghana,364091,245684,Type_2,176795.79,208619.03,2022-07-07,2023-07-07,365,Repeat Loan,8044.21,0.0455,12390.44,0.4811684830186216,0
ID_311449371880267278,311449,Kenya,371880,267278,Type_7,4995.0,5450.0,2024-09-25,2024-10-02,7,New Loan,999.0,0.2,1090.0,0.905383718993504,1
ID_296386363812296540,296386,Ghana,363812,296540,Type_2,61715.91,82082.16,2022-05-13,2022-11-09,180,Repeat Loan,8424.22,0.1365,11201.44,0.8468873675425196,1
ID_74760111162245684,74760,Kenya,111162,245684,Type_14,10000.0,11009.0,2022-01-13,2022-02-12,30,New Loan,10000.0,1.0,11009.0,0.9181128506852736,1
ID_308853372958267278,308853,Kenya,372958,267278,Type_7,6100.0,6527.0,2024-10-10,2024-10-17,7,Repeat Loan,1220.0,0.2,1305.0,0.7696051954743992,1
ID_297773364482297182,297773,Ghana,364482,297182,Type_2,34909.26,40145.65,2022-09-28,2023-03-27,180,Repeat Loan,9309.14,0.266666666666666,12101.88,0.7773422596692193,1
ID_295808364079296542,295808,Ghana,364079,296542,Type_8,73402.53,94322.25,2022-07-05,2023-01-01,180,Repeat Loan,14680.51,0.2,18864.45,0.8473338712208495,1
ID_295306363453296540,295306,Ghana,363453,296540,Type_2,80624.56,93524.49,2022-03-11,2022-11-06,240,Repeat Loan,8804.2,0.1092,12674.18,0.6123409308667191,1
ID_295910363229245684,295910,Ghana,363229,245684,Type_2,181813.21,211812.39,2022-01-25,2022-08-23,210,Repeat Loan,9927.0,0.0546,13745.08,0.8309889890667237,1
ID_297752364483245684,297752,Ghana,364483,245684,Type_2,59253.14,74066.43,2022-09-23,2023-03-22,180,Repeat Loan,4059.67,0.068514,5273.53,0.888416354842927,1
ID_295617364043245684,295617,Ghana,364043,245684,Type_2,148020.17,172443.5,2022-07-02,2022-11-29,150,Repeat Loan,8081.9,0.0546,10302.2,0.8450489921478175,1
ID_295617364043297182,295617,Ghana,364043,297182,Type_2,148020.17,172443.5,2022-07-02,2022-11-29,150,Repeat Loan,8081.9,0.0546,10302.2,0.8450489921478175,1
ID_265510236398267278,265510,Kenya,236398,267278,Type_1,1050.0,1679.0,2022-08-13,2022-08-20,7,Repeat Loan,7.2,0.0068571428571428,12.0,0.9172891164927492,1
ID_295855364013245684,295855,Ghana,364013,245684,Type_2,44668.27,49879.56,2022-06-23,2022-12-20,180,Repeat Loan,7146.92,0.16,9082.55,0.750712373220203,1
ID_296651363384296540,296651,Ghana,363384,296540,Type_2,101350.94,128715.7,2022-02-25,2022-08-24,180,Repeat Loan,6124.47,0.0604283333333333,7770.24,0.8327468264119192,1
ID_271089262792267278,271089,Kenya,262792,267278,Type_1,1639.0,2589.0,2022-09-19,2022-09-26,7,Repeat Loan,491.7,0.3,777.0,0.9197536838963308,1
ID_296401363017245684,296401,Ghana,363017,245684,Type_2,111369.83,144780.78,2021-12-02,2022-05-31,180,Repeat Loan,29698.62,0.266666666666666,38608.21,0.8669749769024996,1
ID_296854364300297182,296854,Ghana,364300,297182,Type_2,81671.51,108623.11,2022-08-24,2023-02-20,180,Repeat Loan,6606.32,0.0808888888888888,8784.22,0.9066473681452796,1
ID_253266221583267278,253266,Kenya,221583,267278,Type_1,10529.0,12210.0,2022-07-21,2022-07-28,7,Repeat Loan,3158.7,0.3,3663.0,0.7916521290099345,1
ID_265690251478267278,265690,Kenya,251478,267278,Type_1,18796.0,26537.0,2022-09-03,2022-09-10,7,Repeat Loan,5638.8,0.3,7961.0,0.9197545779424102,1
ID_263460241252267278,263460,Kenya,241252,267278,Type_1,1090.0,1263.0,2022-08-20,2022-08-27,7,Repeat Loan,58.2,0.053394495412844,67.0,0.4564294994865728,0
ID_296842364940296540,296842,Ghana,364940,296540,Type_2,50562.46,54169.24,2022-11-23,2023-04-22,150,Repeat Loan,7212.82,0.142651666666666,8570.34,0.8046075142462066,1
ID_259067223691267278,259067,Kenya,223691,267278,Type_1,26495.0,27752.0,2022-07-25,2022-08-01,7,Repeat Loan,7948.5,0.3,8326.0,0.4346468874302697,0
ID_259228232549267278,259228,Kenya,232549,267278,Type_1,4100.0,4470.0,2022-08-05,2022-08-12,7,Repeat Loan,1230.0,0.3,1341.0,0.5382003202520488,1
ID_296172364683297182,296172,Ghana,364683,297182,Type_2,66351.83,88247.94,2022-10-18,2023-04-16,180,Repeat Loan,13270.37,0.2,17649.59,0.8596430030555979,1
ID_247537365486251804,247537,Kenya,365486,251804,Type_4,800000.0,894873.0,2024-02-02,2024-05-02,90,Repeat Loan,200000.0,0.25,223718.0,0.3366750866545699,0
ID_295459363312296540,295459,Ghana,363312,296540,Type_2,266339.47,410162.78,2022-02-10,2023-02-10,365,Repeat Loan,9694.76,0.0364,14932.77,0.8422186290487073,1
ID_242488357256267278,242488,Kenya,357256,267278,Type_4,30000.0,32543.0,2023-07-14,2023-08-13,30,Repeat Loan,9500.0,0.316666666666666,10305.0,0.391466518208239,0
ID_295909363228245684,295909,Ghana,363228,245684,Type_2,181813.21,211812.39,2022-01-25,2022-08-23,210,Repeat Loan,9927.0,0.0546,13745.08,0.8309889890667237,1
ID_295515363348296540,295515,Ghana,363348,296540,Type_2,210906.49,284477.7,2022-02-17,2022-09-15,210,Repeat Loan,56241.73,0.266666666666666,77894.8,0.9197198605817064,1
ID_295571364412297182,295571,Ghana,364412,297182,Type_2,179792.28,204064.24,2022-09-13,2022-12-12,90,Repeat Loan,35958.46,0.2,40812.85,0.8628159204003022,1
ID_269404235854267278,269404,Kenya,235854,267278,Type_1,1919.0,2300.0,2022-08-12,2022-08-19,7,Repeat Loan,575.7,0.3,690.0,0.896763410994899,1
ID_297786364537297182,297786,Ghana,364537,297182,Type_2,69805.89,75634.69,2022-09-30,2023-03-29,180,Repeat Loan,11168.94,0.16,14519.63,0.8628523014621998,1
ID_295050364172245684,295050,Ghana,364172,245684,Type_2,169729.76,197735.17,2022-07-27,2023-05-23,300,Repeat Loan,7722.7,0.0455,11965.95,0.7939421980002983,1
ID_259564238737267278,259564,Kenya,238737,267278,Type_1,2846.0,3634.0,2022-08-17,2022-08-24,7,Repeat Loan,853.8,0.3,1090.0,0.3831927387260248,0
ID_295141364688297182,295141,Ghana,364688,297182,Type_2,180754.84,253960.55,2022-10-20,2023-04-18,180,Repeat Loan,36150.97,0.2,52418.9,0.9009919588590544,1
ID_295855364013296540,295855,Ghana,364013,296540,Type_2,44668.27,49879.56,2022-06-23,2022-12-20,180,Repeat Loan,7146.92,0.16,9082.55,0.750712373220203,1
ID_308905369340251804,308905,Kenya,369340,251804,Type_7,5000.0,5477.0,2024-08-21,2024-08-28,7,Repeat Loan,1000.0,0.2,1095.0,0.8884956254779544,1
ID_273722357385267278,273722,Kenya,357385,267278,Type_20,205481.0,233360.0,2023-07-20,2023-08-19,30,Repeat Loan,25481.0,0.124006599150286,28938.0,0.9172597008923132,1
ID_298533365369297182,298533,Ghana,365369,297182,Type_2,30144.69,37680.86,2023-02-23,2023-07-23,150,New Loan,12057.88,0.4,15072.35,0.4965161394706316,0
ID_264432225500267278,264432,Kenya,225500,267278,Type_1,32094.0,42358.0,2022-07-27,2022-08-03,7,Repeat Loan,9628.2,0.3,12707.0,0.9187680227206524,1
ID_297695364406296540,297695,Ghana,364406,296540,Type_2,72075.3,93697.89,2022-09-12,2023-03-11,180,Repeat Loan,2110.36,0.02928,2738.86,0.8884785489920354,1
ID_298646365389296540,298646,Ghana,365389,296540,Type_2,47109.25,58886.56,2023-03-16,2023-08-13,150,Repeat Loan,9421.85,0.2,11777.31,0.8157007037271142,1
ID_69751105198245684,69751,Kenya,105198,245684,Type_14,10000.0,11111.0,2021-11-23,2021-12-23,30,New Loan,10000.0,1.0,11111.0,0.918819331671072,1
ID_296853364298296540,296853,Ghana,364298,296540,Type_2,90746.12,120764.94,2022-08-24,2023-02-20,180,Repeat Loan,6606.32,0.0728,8796.32,0.877642643021573,1
ID_208064105353245684,208064,Kenya,105353,245684,Type_14,10000.0,11111.0,2021-11-24,2021-12-24,30,New Loan,10000.0,1.0,11111.0,0.918819331671072,1
ID_246019274772267278,246019,Kenya,274772,267278,Type_1,3641.0,5394.0,2022-10-05,2022-10-12,7,Repeat Loan,1092.3,0.3,1618.0,0.9172897150568636,1
ID_297585364340296540,297585,Ghana,364340,296540,Type_2,72060.76,98002.63,2022-09-02,2023-03-01,180,Repeat Loan,6557.53,0.091,8923.52,0.9038188282337506,1
ID_264410223787267278,264410,Kenya,223787,267278,Type_1,5807.0,6481.0,2022-07-25,2022-08-01,7,Repeat Loan,1742.1,0.3,1944.0,0.3519195559300607,0
ID_262275232979267278,262275,Kenya,232979,267278,Type_1,31841.0,44893.0,2022-08-06,2022-08-13,7,Repeat Loan,9552.3,0.3,13468.0,0.9197406668984784,1
ID_296748363561245684,296748,Ghana,363561,245684,Type_2,77314.44,96364.72,2022-03-29,2022-09-25,180,Repeat Loan,8442.74,0.1092,10715.78,0.8802590160068723,1
ID_295512365372296540,295512,Ghana,365372,296540,Type_2,199663.49,307481.78,2023-03-02,2024-02-25,360,Repeat Loan,11860.51,0.0594025,18269.21,0.882309074380451,1
ID_296664363437296542,296664,Ghana,363437,296542,Type_8,48729.13,63347.87,2022-03-08,2022-09-04,180,New Loan,19491.65,0.4,25339.15,0.2858722045107723,0
ID_296686364574297182,296686,Ghana,364574,297182,Type_8,24961.51,26402.47,2022-10-12,2023-04-10,180,Repeat Loan,4992.3,0.2,6410.57,0.422392127029058,0
ID_296662363435296542,296662,Ghana,363435,296542,Type_8,48729.13,63347.87,2022-03-08,2022-09-04,180,Repeat Loan,12994.44,0.266666666666666,16892.77,0.8472923397595894,1
ID_258915227587267278,258915,Kenya,227587,267278,Type_1,5000.0,5536.0,2022-07-29,2022-08-05,7,Repeat Loan,1500.0,0.3,1661.0,0.4441927432437488,0
ID_296008364733297182,296008,Ghana,364733,297182,Type_2,34861.62,40265.17,2022-10-26,2023-04-24,180,Repeat Loan,6972.32,0.2,9273.19,0.84061869184343,1
ID_296378363863296540,296378,Ghana,363863,296540,Type_2,60164.7,67143.8,2022-05-23,2022-11-19,180,Repeat Loan,8212.48,0.1365,10919.89,0.7321911785309323,1
ID_240056306178267278,240056,Kenya,306178,267278,Type_4,245000.0,322453.0,2022-12-20,2023-06-20,182,Repeat Loan,32666.0,0.133330612244897,42993.0,0.359625731102406,0
ID_296140363303245684,296140,Ghana,363303,245684,Type_2,53398.74,73957.25,2022-02-09,2022-09-07,210,Repeat Loan,6445.41,0.120703333333333,8935.39,0.8817538129231982,1
ID_295864364358245684,295864,Ghana,364358,245684,Type_2,72601.91,92567.43,2022-09-06,2023-03-05,180,Repeat Loan,2039.02,0.028085,2710.47,0.881229714659366,1
ID_298591365378297182,298591,Ghana,365378,297182,Type_2,30962.19,38702.73,2023-03-04,2023-08-01,150,Repeat Loan,24769.75,0.8,30962.19,0.7455071476791145,1
ID_295271364014296540,295271,Ghana,364014,296540,Type_2,74447.11,104598.19,2022-06-23,2023-06-23,365,Repeat Loan,8129.62,0.1092,12522.0,0.8110323422503521,1
ID_297598364361297182,297598,Ghana,364361,297182,Type_2,60226.61,66249.27,2022-09-08,2023-03-07,180,Repeat Loan,6576.75,0.1092,8552.18,0.81158728398795,1
ID_296167365327297182,296167,Ghana,365327,297182,Type_2,82482.99,99185.8,2023-02-10,2023-09-08,210,Repeat Loan,32993.2,0.4,43386.06,0.7000158389435127,1
ID_267236357592251804,267236,Kenya,357592,251804,Type_4,800000.0,855316.0,2023-08-11,2023-12-09,120,Repeat Loan,140000.0,0.175,152900.0,0.5509107223691306,1
ID_248850370540267278,248850,Kenya,370540,267278,Type_7,13116.0,14172.0,2024-09-07,2024-09-14,7,Repeat Loan,2623.0,0.199984751448612,2834.0,0.8503260147316937,1
ID_296254363834296540,296254,Ghana,363834,296540,Type_2,182572.6,231867.21,2022-05-17,2022-11-13,180,Repeat Loan,8307.05,0.0455,10543.57,0.8725074500843998,1
ID_296543363242296540,296543,Ghana,363242,296540,Type_2,108852.67,108852.67,2022-01-27,2022-07-26,180,New Loan,9905.59,0.091,12572.48,0.2160231648002717,0
ID_254458284328267278,254458,Kenya,284328,267278,Type_1,48225.0,65070.0,2022-10-18,2022-10-25,7,Repeat Loan,2797.63,0.0580120269569725,3775.0,0.9121510227953312,1
ID_295350363011245684,295350,Ghana,363011,245684,Type_2,220259.38,341402.04,2021-11-30,2022-09-26,300,Repeat Loan,58735.84,0.266666666666666,91040.54,0.9084671850939032,1
ID_248114262971267277,248114,Kenya,262971,267277,Type_15,20000000.0,24152842.0,2022-09-20,2025-01-16,849,Repeat Loan,1000.0,5e-05,1208.0,0.332143077106947,0
ID_273307306702267278,273307,Kenya,306702,267278,Type_23,3006566.0,3167417.28,2023-02-21,2023-05-22,90,Repeat Loan,200000.0,0.0665210742089147,210700.0,0.9116872262068044,1
ID_250619279009267278,250619,Kenya,279009,267278,Type_1,320.0,602.0,2022-10-10,2022-10-17,7,Repeat Loan,96.0,0.3,181.0,0.9197384295496596,1
ID_239690229191267278,239690,Kenya,229191,267278,Type_1,5064.0,6940.0,2022-08-01,2022-08-08,7,Repeat Loan,1519.2,0.3,2082.0,0.919754754087581,1
ID_298587365377297182,298587,Ghana,365377,297182,Type_2,30962.19,38702.73,2023-03-04,2023-08-01,150,Repeat Loan,24769.75,0.8,30962.19,0.7455071476791145,1
ID_297737364371297182,297737,Ghana,364371,297182,Type_2,48059.42,65360.82,2022-09-09,2023-03-08,180,Repeat Loan,9611.88,0.2,13072.16,0.8870345172346029,1
ID_296294363893245684,296294,Ghana,363893,245684,Type_2,149559.99,215366.39,2022-05-30,2023-01-25,240,Repeat Loan,3600.36,0.024073,5189.73,0.903781432055618,1
ID_296114364297245684,296114,Ghana,364297,245684,Type_2,120994.83,160923.12,2022-08-24,2023-02-20,180,Repeat Loan,6606.32,0.0546,8784.22,0.8851936366242354,1
ID_272033284717267278,272033,Kenya,284717,267278,Type_1,1785.0,2394.0,2022-10-19,2022-10-26,7,Repeat Loan,535.5,0.3,718.0,0.91975442645682,1
ID_295459363312245684,295459,Ghana,363312,245684,Type_2,266339.47,410162.78,2022-02-10,2023-02-10,365,Repeat Loan,1836.32,0.0068946666666666,2823.2,0.8763488481120772,1
ID_296301363267296540,296301,Ghana,363267,296540,Type_2,91037.54,123811.06,2022-01-31,2022-07-30,180,Repeat Loan,24270.61,0.2666,33010.21,0.7823113795065539,1
ID_273307306634251804,273307,Kenya,306634,251804,Type_23,3986325.0,4205572.88,2023-02-14,2023-05-15,90,Repeat Loan,30000.0,0.0075257285845985,31650.0,0.8303963152960967,1
ID_296626364091296540,296626,Ghana,364091,296540,Type_2,176795.79,208619.03,2022-07-07,2023-07-07,365,Repeat Loan,8044.21,0.0455,12390.44,0.4811684830186216,0
ID_260632300102267278,260632,Kenya,300102,267278,Type_5,15000.0,28219.0,2022-11-17,2022-12-01,14,Repeat Loan,2000.0,0.133333333333333,3763.0,0.919754760868544,1
ID_311581372825251804,311581,Kenya,372825,251804,Type_7,6500.0,7079.0,2024-10-08,2024-10-15,7,Repeat Loan,1300.0,0.2,1416.0,0.8757658222091981,1
ID_295512365372297182,295512,Ghana,365372,297182,Type_2,199663.49,307481.78,2023-03-02,2024-02-25,360,Repeat Loan,119798.1,0.6,184489.07,0.902318558750234,1
ID_296205364641297182,296205,Ghana,364641,297182,Type_2,68076.84,90542.19,2022-10-12,2023-04-10,180,Repeat Loan,13615.37,0.2,18108.44,0.8596430030532184,1
ID_296006363062245684,296006,Ghana,363062,245684,Type_2,74162.77,109760.9,2021-12-10,2022-08-07,240,Repeat Loan,10123.22,0.1365,14980.88,0.8234570219581746,1
ID_246906264041267278,246906,Kenya,264041,267278,Type_1,1278.0,1969.0,2022-09-21,2022-09-28,7,Repeat Loan,383.4,0.3,591.0,0.9197542724747364,1
ID_296167364260297182,296167,Ghana,364260,297182,Type_2,73682.09,97997.18,2022-08-19,2023-02-15,180,Repeat Loan,6705.07,0.091,8915.53,0.9037833531675888,1
ID_296850364296296540,296850,Ghana,364296,296540,Type_2,91088.8,121148.11,2022-08-23,2023-02-19,180,Repeat Loan,6631.26,0.0728,8817.4,0.8776426427864833,1
ID_296890364357296540,296890,Ghana,364357,296540,Type_2,72604.66,95475.13,2022-09-05,2023-04-03,210,Repeat Loan,6607.02,0.091,8688.36,0.8939674946768611,1
ID_295545363966297182,295545,Ghana,363966,297182,Type_2,221684.53,228335.07,2022-06-14,2022-12-11,180,Repeat Loan,59115.88,0.266666666666666,78624.11,0.5143671130820257,1
ID_296129364558297182,296129,Ghana,364558,297182,Type_2,159939.37,265499.35,2022-10-07,2023-10-07,365,Repeat Loan,25590.3,0.16,42475.33,0.8804369758577086,1
ID_296250363840296540,296250,Ghana,363840,296540,Type_2,195762.75,248618.69,2022-05-19,2023-05-19,365,Repeat Loan,8222.04,0.042,12664.34,0.6773752422254135,1
ID_296512363233245684,296512,Ghana,363233,245684,Type_2,109087.93,158177.49,2022-01-25,2022-11-21,300,New Loan,9927.0,0.091,14399.61,0.3676964123290619,0
ID_295994364179297182,295994,Ghana,364179,297182,Type_8,112145.58,144107.06,2022-07-28,2023-01-24,180,Repeat Loan,17943.29,0.16,23059.93,0.8150122810612518,1
ID_295350365370297182,295350,Ghana,365370,297182,Type_2,200964.6,309485.48,2023-02-23,2024-02-18,360,Repeat Loan,80385.84,0.4,123794.19,0.9053398681409998,1
ID_296570363289296540,296570,Ghana,363289,296540,Type_2,178217.47,274454.9,2022-02-04,2023-02-04,365,Repeat Loan,47512.78,0.2666,73176.09,0.8845996453713698,1
ID_296114364297296540,296114,Ghana,364297,296540,Type_2,120994.83,160923.12,2022-08-24,2023-02-20,180,Repeat Loan,6606.32,0.0546,8784.22,0.8851936366242354,1
ID_239870361008251804,239870,Kenya,361008,251804,Type_4,20000.0,22646.0,2024-01-08,2024-02-07,30,Repeat Loan,5000.0,0.25,5662.0,0.8952445799328692,1
ID_252095114407251804,252095,Kenya,114407,251804,Type_5,18000.0,20174.0,2022-02-01,2022-02-15,14,New Loan,3600.0,0.2,4035.0,0.8305358846045542,1
ID_295421364824297182,295421,Ghana,364824,297182,Type_2,100602.95,154928.55,2022-11-10,2023-11-10,365,Repeat Loan,26827.45,0.266666666666666,41314.28,0.8432235849651883,1
ID_273307306678267278,273307,Kenya,306678,267278,Type_23,766043.0,807026.31,2023-02-17,2023-05-18,90,Repeat Loan,100000.0,0.130540974853892,105350.0,0.886936261240544,1
ID_296166365261297182,296166,Ghana,365261,297182,Type_2,70216.78,93388.31,2023-01-24,2023-07-23,180,Repeat Loan,14043.36,0.2,18677.66,0.8556212658297329,1
ID_251031189782267278,251031,Kenya,189782,267278,Type_1,4498.0,5383.0,2022-08-11,2022-08-18,7,Repeat Loan,1349.4,0.3,1615.0,0.9168886789893036,1
ID_296349364328296540,296349,Ghana,364328,296540,Type_2,36001.98,39962.2,2022-08-31,2023-02-27,180,Repeat Loan,4800.26,0.133333333333333,6384.35,0.7010383144898796,1
ID_260366219151267278,260366,Kenya,219151,267278,Type_1,24570.0,30247.0,2022-07-18,2022-07-25,7,Repeat Loan,7371.0,0.3,9074.0,0.8973011625093964,1
ID_298521365363297182,298521,Ghana,365363,297182,Type_2,49449.55,51091.28,2023-02-21,2023-08-20,180,New Loan,19779.82,0.4,25713.77,0.5431230286721423,1
ID_296524363245245684,296524,Ghana,363245,245684,Type_2,54654.44,74330.04,2022-01-26,2022-07-25,180,Repeat Loan,9947.11,0.182,13536.08,0.8875156423497236,1
ID_250216259354267278,250216,Kenya,259354,267278,Type_1,1500.0,2373.0,2022-09-14,2022-09-21,7,Repeat Loan,450.0,0.3,712.0,0.919754372659082,1
ID_309565372879251804,309565,Kenya,372879,251804,Type_7,4975.0,5409.0,2024-10-10,2024-10-17,7,Repeat Loan,995.0,0.2,1082.0,0.8711658028301007,1
ID_295887363955296540,295887,Ghana,363955,296540,Type_2,147775.46,212796.66,2022-06-13,2023-02-08,240,Repeat Loan,8068.54,0.0546,11615.15,0.8802543589342516,1
